Movie,"Release
Date",Distributor,"MPAA
Rating",Domestic Gross,"Inflation-Adjusted
Gross",Genre
The Devil Inside,2012-01-06,Paramount Pictures,R,53261944,53261944,Horror
The Innkeepers,2012-02-03,Magnolia Pictures,R,78396,78396,Horror
Silent House,2012-03-09,Open Road,R,12739737,12739737,Horror
Playback,2012-03-16,Magnet Pictures,R,264,264,Horror
Intruders,2012-03-30,Millenium Entertainment,R,48366,48366,Horror
The Moth Diaries,2012-04-20,IFC Films,R,3838,3838,Horror
Zombie Dawn,2012-04-20,Eagle One Media/iFN,R,0,0,Horror
Mother's Day,2012-05-04,Anchor Bay Entertainment,R,0,0,Horror
The Road,2012-05-11,Freestyle Releasing,R,92476,92476,Horror
Lovely Molly,2012-05-18,Image Entertainment,R,0,0,Horror
Chernobyl Diaries,2012-05-25,Warner Bros.,R,18119640,18119640,Horror
Piranha 3DD,2012-06-01,Weinstein Co.,R,370904,370904,Horror
Emergo,2012-06-01,Magnolia Pictures,R,256,256,Horror
The Loved Ones,2012-06-01,Paramount Pictures,R,0,0,Horror
Prometheus,2012-06-08,20th Century Fox,R,126477084,126477084,Horror
Abraham Lincoln: Vampire Hunter,2012-06-22,20th Century Fox,R,37519139,37519139,Horror
The Pact,2012-07-06,IFC Films,R,0,0,Horror
The Awakening,2012-08-17,Cohen Media Group,R,95933,95933,Horror
The Apparition,2012-08-24,Warner Bros.,PG-13,4936819,4936819,Horror
The Possession,2012-08-31,Lionsgate,PG-13,49130588,49130588,Horror
[Rec] 3: Genesis,2012-09-07,Magnet Pictures,R,9600,9600,Horror
Crowsnest,2012-09-07,IFC Midnight,R,0,0,Horror
Bait 3D,2012-09-09,Anchor Bay Entertainment,R,0,0,Horror
Slaughter Creek,2012-09-14,Nocturnal Features,Not Rated,136815,136815,Horror
House at the End of the Street,2012-09-21,Relativity,PG-13,31611916,31611916,Horror
The Barrens,2012-09-28,Anchor Bay Entertainment,R,0,0,Horror
V/H/S,2012-10-05,Magnet Pictures,R,100345,100345,Horror
Smiley,2012-10-12,Fever Productions,R,0,0,Horror
Grave Encounters 2,2012-10-12,TriBeca Films,Not Rated,0,0,Horror
Paranormal Activity 4,2012-10-19,Paramount Pictures,R,53900335,53900335,Horror
Silent Hill: Revelation 3D,2012-10-26,Open Road,R,17530219,17530219,Horror
Bad Blood...The Hunger,2012-10-26,Garvity Arch,R,1872,1872,Horror
The Bay,2012-11-02,Roadside Attractions,R,30668,30668,Horror
Citadel,2012-11-09,Cinedigm,R,13377,13377,Horror
The Collection,2012-11-30,LD Distribution,R,6810754,6810754,Horror
Silent Night,2012-11-30,Anchor Bay Entertainment,R,14568,14568,Horror
Texas Chainsaw 3D,2013-01-04,Lionsgate,R,34002611,34002611,Horror
Storage 24,2013-01-11,Magnet Pictures,R,72,72,Horror
Mama,2013-01-18,Universal,PG-13,49586310,49586310,Horror
The Haunting in Connecticut 2: The Ghosts of Georgia,2013-02-01,Lionsgate,R,0,0,Horror
The Lords of Salem,2013-04-26,Anchor Bay Entertainment,R,0,0,Horror
Movie,"Release
Date",Distributor,"MPAA
Rating",Domestic Gross,"Inflation-Adjusted
Gross",Documentary
Hearts and Minds,1974-01-01,Rialto Pictures,R,28287,119352,Documentary
Stripper,1986-01-31,20th Century Fox,R,39065,83082,Documentary
The Endless Summer 2,1994-06-03,New Line,PG,2155385,1271087,Documentary
Hoop Dreams,1994-10-14,Fine Line,PG-13,7768371,14289547,Documentary
Vertical Reality,1994-10-19,Warren Miller Entertainment,Not Rated,1619747,3132306,Documentary
Crumb,1995-04-21,Sony Pictures Classics,R,3041083,5404113,Documentary
Wigstock: The Movie,1995-06-09,Goldwyn Entertainment,R,686152,1086327,Documentary
Unzipped,1995-08-04,Miramax,R,2833010,5138497,Documentary
The Show,1995-08-25,Savoy,R,2702000,4811645,Documentary
Theremin: An Electronic Odyssey,1995-08-25,Orion Classics,PG,99459,180397,Documentary
Tie-died: Rock 'n Roll's Most Deadicated Fans,1995-09-22,ISA Releasing,R,107528,195033,Documentary
Endless Winter,1995-10-20,Warren Miller Entertainment,Not Rated,1966454,3566738,Documentary
Anne Frank Remembered,1996-02-22,Sony Pictures Classics,PG,606713,1083021,Documentary
The Celluloid Closet,1996-03-15,Sony Pictures Classics,R,1310167,2338738,Documentary
Microcosmos,1996-10-11,Miramax,G,1573842,2774905,Documentary
Looking for Richard,1996-10-11,20th Century Fox,PG-13,1266417,2236965,Documentary
Snowriders,1996-10-18,Warren Miller Entertainment,Not Rated,2035470,3633455,Documentary
When We Were Kings,1996-10-25,Gramercy,PG,2666118,4759201,Documentary
Rhyme & Reason,1997-03-05,Miramax,R,1591687,2736039,Documentary
Thrill Ride: The Science of Fun,1997-07-11,Sony Pictures Classics,G,18798682,30241423,Documentary
"Fast, Cheap & Out of Control",1997-10-03,Sony Pictures Classics,PG,848801,1455808,Documentary
Snowriders 2,1997-10-15,Warren Miller Entertainment,Not Rated,2287639,3932344,Documentary
Arguing the World,1998-01-09,First Run Features,Not Rated,47044,79145,Documentary
Ayn Rand: A Sense of Life,1998-02-13,Strand,Not Rated,209244,351397,Documentary
Everest,1998-03-06,MacGillivray Freeman Films,PG-13,87178599,125785867,Documentary
The Big One,1998-04-10,Miramax,PG-13,720074,1092434,Documentary
Africa's Elephant Kingdom,1998-05-08,Discovery/IMAX,Not Rated,13485455,21261775,Documentary
Mark Twain's America 3D,1998-07-03,Sony Pictures Classics,G,2992106,4571395,Documentary
Hands on a Hardbody,1998-07-10,Legacy Releasing,PG,909650,1530305,Documentary
Mysteries of Egypt,1998-07-16,Sony Pictures,Not Rated,40593286,68290199,Documentary
Freeriders,1998-10-21,Warren Miller Entertainment,Not Rated,2750064,4626444,Documentary
Wolves,1999-02-26,Primesco,Not Rated,5361306,8102778,Documentary
Wildfire: Feel The Heat,1999-03-12,Primesco,Not Rated,2378388,3122270,Documentary
Extreme,1999-03-23,IMAX Films,Not Rated,12456958,18688301,Documentary
Island of the Sharks,1999-04-30,IMAX Films,Not Rated,10658756,15944917,Documentary
Trekkies,1999-05-21,Paramount Pictures,PG,617172,958564,Documentary
Buena Vista Social Club,1999-06-04,Artisan,G,6997620,10861279,Documentary
Genghis Blues,1999-07-09,Roxie Releasing,Not Rated,3599174,5271467,Documentary
Get Bruce,1999-09-17,Miramax,R,43155,67026,Documentary
Siegfried & Roy: Masters of the Impossible,1999-10-01,IMAX Films,PG,5231283,7849698,Documentary
Beyond the Mat,1999-10-22,Universal,R,2047570,2998129,Documentary
Galapagos,1999-10-29,IMAX Films,Not Rated,19946586,27151928,Documentary
Fifty,1999-10-29,Warren Miller Entertainment,Not Rated,3328240,5169252,Documentary
American Movie: The Making of Northwestern,1999-11-05,Sony Pictures Classics,R,1160426,1739706,Documentary
Mein Liebster Feind,1999-11-05,New Yorker,PG-13,95958,143259,Documentary
42: Forty Two Up,1999-11-17,First Run Features,Not Rated,300680,441446,Documentary
The Life and Times of Hank Greenberg,2000-01-12,Cowboy Pictures,PG,1703901,2494210,Documentary
Sex: The Annabel Chong Story,2000-02-11,,Not Rated,233076,341179,Documentary
Black Tar Heroin: The Dark End of the Street,2000-03-17,Roxie Releasing,Not Rated,6851,10028,Documentary
The Filth and the Fury,2000-03-29,Fine Line,R,612192,888020,Documentary
The Girl Next Door,2000-04-14,Indican Pictures,R,769472,1085388,Documentary
Michael Jordan to the MAX,2000-05-05,Giant Screen Films,Not Rated,18642318,26989189,Documentary
Better Living Through Circuitry,2000-05-26,Seventh Art Releasing,Not Rated,80739,118184,Documentary
American Pimp,2000-06-09,Seventh Art Releasing,R,287724,421176,Documentary
The Children of Chabannes,2000-06-09,Castle Hill Productions,Not Rated,33413,48910,Documentary
The Eyes of Tammy Faye,2000-07-21,Lionsgate,PG-13,1029591,1500757,Documentary
Benjamin Smoke,2000-07-21,Cowboy Pictures,Not Rated,36807,53841,Documentary
The Ballad of Ramblin' Jack,2000-08-16,,PG-13,221893,324090,Documentary
Bittersweet Motel,2000-08-25,,Not Rated,380927,557610,Documentary
Backstage,2000-09-06,Miramax,R,1184727,1734230,Documentary
Into the Arms of Strangers,2000-09-15,Warner Bros.,PG,374555,548284,Documentary
Barenaked in America,2000-09-29,Shooting Gallery,Not Rated,45170,66118,Documentary
Live Nude Girls Unite,2000-10-06,,Not Rated,84706,122200,Documentary
Ride (2000),2000-10-08,Miramax,Not Rated,3176650,4650050,Documentary
Dolphins,2000-10-20,MacGillivray Freeman Films,Not Rated,54000000,79046383,Documentary
Calle 54,2000-10-20,Miramax,G,183140,259502,Documentary
The Art of Am?lia,2000-12-08,Avatar,Not Rated,26609,38101,Documentary
Shackleton's Antarctic Adventure,2001-02-09,WGBH Giant-Screen Films,Not Rated,15553324,21260520,Documentary
Startup.com,2001-05-11,Artisan,R,1280975,1785673,Documentary
Bounce: Behind the Velvet Rope,2001-09-07,Artistic License,Not Rated,8285,11551,Documentary
The Endurance: Shackleton's Legendary Antarctic Expedition,2001-10-05,Cowboy Pictures,G,2452566,3376383,Documentary
Chop Suey,2001-10-05,Zeitgeist,Not Rated,179914,247091,Documentary
Trembling Before G-D,2001-10-26,New Yorker,Not Rated,763755,1046743,Documentary
Sex with Strangers,2002-02-22,,Not Rated,247740,336430,Documentary
The Last Waltz,2002-04-05,MGM,Not Rated,321952,437209,Documentary
Space Station,2002-04-19,IMAX Films,Not Rated,87035763,107031361,Documentary
Dogtown and Z-Boys,2002-04-26,Sony Pictures Classics,PG-13,1293295,1756298,Documentary
ABC Africa,2002-05-03,New Yorker,Not Rated,8886,12064,Documentary
ESPN's Ultimate X - The Movie,2002-05-10,Walt Disney,PG,4197175,5699775,Documentary
Hybrid,2002-05-10,Indican Pictures,Not Rated,162605,220226,Documentary
Rivers and Tides,2002-06-28,Roxie Releasing,Not Rated,2200276,2987982,Documentary
Ayurveda: Art of Being,2002-07-19,Kino International,Not Rated,16892,22936,Documentary
The Kid Stays in the Picture,2002-07-26,Focus Features,R,1434436,1947970,Documentary
The Trials of Henry Kissinger,2002-09-25,First Run Features,Not Rated,515678,691590,Documentary
Shanghai Ghetto,2002-09-27,Menemsha Entertainment,Not Rated,712446,932535,Documentary
Biggie and Tupac,2002-09-27,Roxie Releasing,R,54834,74466,Documentary
Bowling for Columbine,2002-10-11,MGM,R,21576018,28984507,Documentary
Pulse: A Stomp Odyssey,2002-10-11,Giant Screen Films,Not Rated,10086514,13697521,Documentary
Comedian,2002-10-11,Miramax,R,2744253,3726707,Documentary
Adrenaline Rush: The Science of Risk,2002-10-18,Giant Screen Films,Not Rated,16933791,22996147,Documentary
Standing in the Shadows of Motown,2002-11-15,Artisan,PG,1615732,2175273,Documentary
7th Street,2003-01-17,,Not Rated,15629,20451,Documentary
Im Toten Winkel - Hitlers Sekret?rin,2003-01-24,Sony Pictures Classics,PG,376886,493141,Documentary
Lost in La Mancha,2003-01-31,IFC Films,R,734514,952205,Documentary
The Ballad of Bering Strait,2003-02-19,Emerging Pictures,Not Rated,1440,1886,Documentary
Amandla! A Revolution in Four Part Harmony,2003-02-21,Artisan,PG-13,405331,522050,Documentary
Bugs!,2003-03-14,SK Films,Not Rated,19084280,24097441,Documentary
Stevie,2003-03-28,,R,97044,126982,Documentary
Fellini: I?m a Born Liar (Fellini: Sono un Gran Bugiardo),2003-04-02,,Not Rated,106080,138801,Documentary
DysFunkTional Family,2003-04-04,Miramax,R,2255000,2950576,Documentary
Ghosts of the Abyss,2003-04-11,Walt Disney,G,17093668,22278362,Documentary
Winged Migration,2003-04-18,Sony Pictures Classics,G,11689053,14081851,Documentary
The Real Cancun,2003-04-25,New Line,R,3816594,4993849,Documentary
A Decade Under the Influence,2003-04-25,,R,34514,45162,Documentary
Spellbound,2003-04-30,ThinkFilm,G,5728581,7495413,Documentary
Only the Strong Survive,2003-05-09,Miramax,PG-13,57322,75002,Documentary
Beyond Vanilla,2003-05-09,Strand,Not Rated,27396,35844,Documentary
Cinemania,2003-05-16,WellSpring,Not Rated,11305,14794,Documentary
Gigantic: A Tale of Two Johns,2003-05-23,,Not Rated,160621,210166,Documentary
Capturing the Friedmans,2003-05-30,Magnolia Pictures,Not Rated,3117985,4079753,Documentary
Weather Underground,2003-06-06,Shadow,Not Rated,564632,736382,Documentary
Bonhoeffer,2003-06-20,First Run Features,Not Rated,296181,386594,Documentary
Step Into Liquid,2003-08-08,Artisan,PG,3681803,4805247,Documentary
Venus Boyz,2003-08-22,First Run Features,Not Rated,18401,23954,Documentary
The Backyard,2003-08-29,,Not Rated,3200,4190,Documentary
To Be and To Have,2003-09-17,New Yorker,Not Rated,7610471,9690017,Documentary
Tibet - Cry of the Snow Lion,2003-09-19,Artistic License,Not Rated,577841,748398,Documentary
Ônibus 174,2003-10-08,ThinkFilm,R,216158,280979,Documentary
Girlhood,2003-10-31,,Not Rated,37827,49155,Documentary
Billabong Odyssey,2003-11-07,,PG,155500,203467,Documentary
American Storytellers,2003-11-07,Indican Pictures,Not Rated,24082,29998,Documentary
Tupac Resurrection,2003-11-14,Paramount Pictures,R,7718961,10085022,Documentary
My Architect,2003-11-14,New Yorker,Not Rated,2822522,3506553,Documentary
The Fog of War,2003-12-19,Sony Pictures Classics,PG-13,4198566,5339021,Documentary
Yves St. Laurent,2004-01-07,Empire Pictures,Not Rated,97092,123360,Documentary
Aileen: Life and Death of a Serial Killer,2004-01-09,Lantern Lane Entertainment,R,85992,109253,Documentary
Cuba: Island of Music,2004-01-16,Cinema Four,Not Rated,8806,11188,Documentary
The Corporation,2004-01-17,Zeitgeist,Not Rated,1879301,2387711,Documentary
Touching the Void,2004-01-23,IFC Films,R,4593598,5820587,Documentary
What the #$'! Do We Know,2004-02-06,Captured Light,Not Rated,10941801,13868206,Documentary
Hiding and Seeking,2004-02-06,First Run Features,Not Rated,51091,64911,Documentary
Lost Boys of Sudan,2004-02-20,Shadow,Not Rated,182839,232305,Documentary
Carlos Castaneda: Enigma of a Sorcerer,2004-03-05,Indican Pictures,Not Rated,96638,122121,Documentary
NASCAR: The IMAX Experience,2004-03-12,Warner Bros.,PG,21550235,27301286,Documentary
Power Trip,2004-03-12,Artistic License,Not Rated,38593,49036,Documentary
Maestro,2004-03-12,,Not Rated,25315,32160,Documentary
Divan,2004-03-19,Zeitgeist,Not Rated,56214,71420,Documentary
Mayor of Sunset Strip,2004-03-26,First Look,Not Rated,257315,326930,Documentary
This Old Cub,2004-03-26,Emerging Pictures,Not Rated,253531,322117,Documentary
I'll Sing for You,2004-03-26,First Run Features,Not Rated,8798,11180,Documentary
This So-Called Disaster,2004-04-21,IFC Films,Not Rated,45195,57423,Documentary
The Agronomist,2004-04-23,ThinkFilm,PG-13,226189,287377,Documentary
Faster,2004-04-23,Slamdance on the Road,PG-13,16265,20664,Documentary
People Say I'm Crazy,2004-04-30,Palo Alto Pictures,Not Rated,15679,19922,Documentary
Super Size Me,2004-05-07,IDP Distribution,PG-13,11529368,14648424,Documentary
"Still, We Believe: The Boston Red Sox Movie",2004-05-07,ThinkFilm,Not Rated,396803,502317,Documentary
With All Deliberate Speed,2004-05-14,CameraPlanet/Discovery,Not Rated,4920,6249,Documentary
S-21: The Khmer Rouge Death Machine,2004-05-19,First Run Features,Not Rated,21678,27544,Documentary
Control Room,2004-05-21,Magnolia Pictures,Not Rated,2589616,3286240,Documentary
Bukowski: Born Into This,2004-05-28,Magnolia Pictures,R,311431,395684,Documentary
The Five Obstructions,2004-05-28,Koch Lorber Films,Not Rated,150966,191806,Documentary
Word Wars,2004-05-28,Seventh Art Releasing,Not Rated,76481,97173,Documentary
The Story of the Weeping Camel,2004-06-04,ThinkFilm,PG,1751698,2214321,Documentary
The Hunting of the President,2004-06-11,Regent Releasing,Not Rated,376552,478418,Documentary
"Broadway: The Golden Age, by the Legends Who Were There",2004-06-11,First Independent/Dada Films,Not Rated,353580,448546,Documentary
Imelda,2004-06-11,Unico Entertainment,Not Rated,200992,255060,Documentary
Howard Zinn,2004-06-18,First Run Features,Not Rated,120250,152624,Documentary
Saints and Sinners,2004-06-18,Avatar,Not Rated,3826,2754,Documentary
Fahrenheit 9/11,2004-06-23,Lionsgate,R,119114517,151292841,Documentary
America's Heart and Soul,2004-07-02,Walt Disney,Not Rated,314000,398950,Documentary
Riding Giants,2004-07-09,Sony Pictures,PG-13,2276368,2892198,Documentary
Metallica: Some Kind of Monster,2004-07-09,IFC Films,Not Rated,1222708,1553486,Documentary
Let's Get Frank,2004-07-14,Random Productions,Not Rated,9386,11922,Documentary
Freestyle: The Art of Rhyme,2004-07-16,Palm/Manga,Not Rated,11255,14297,Documentary
Orwell Rolls in His Grave,2004-07-23,Sky Harbor Basement,Not Rated,19257,24467,Documentary
Proteus,2004-07-30,Strand,R,62673,79594,Documentary
Outfoxed - Rupert Murdoch's War on Journalism,2004-08-06,Cinema Libre,Not Rated,405900,515706,Documentary
Uncovered: The Whole Truth About the Iraq War,2004-08-13,Cinema Libre,Not Rated,190424,241939,Documentary
Tom Dowd and the Language of Music,2004-08-13,Palm/Manga,Not Rated,40238,51127,Documentary
End of the Century: The Story of the Ramones,2004-08-20,Magnolia Pictures,Not Rated,391950,497985,Documentary
Bush's Brain,2004-08-20,Vitagraph Films,PG-13,176610,224392,Documentary
The Life and Times of Allen Ginsberg,2004-08-20,New Yorker,Not Rated,2668,3393,Documentary
Bright Leaves,2004-08-27,First Run Features,Not Rated,77888,98349,Documentary
Brothers in Arms,2004-08-27,First Run Features,Not Rated,3270,4158,Documentary
A Letter to True,2004-09-08,Zeitgeist,Not Rated,13835,17579,Documentary
Incident at Loch Ness,2004-09-17,Eden Rock/Abramorama,PG-13,36830,46796,Documentary
Yes Men,2004-09-24,MGM,R,198975,252803,Documentary
Moog,2004-09-24,Plexifilm,Not Rated,2227,2833,Documentary
Going Upriver: The Long War of John Kerry,2004-10-01,ThinkFilm,PG-13,613252,779153,Documentary
Dig,2004-10-01,Palm/Manga,Not Rated,127067,161445,Documentary
In the Face of Evil,2004-10-01,Non Fiction Films,PG-13,110577,140489,Documentary
Tying the Knot,2004-10-01,IDP Distribution,Not Rated,37464,47600,Documentary
Tarnation,2004-10-06,WellSpring,Not Rated,592014,747656,Documentary
Short Cut to Nirvana: Kumbh Mela,2004-10-22,Mela Films,Not Rated,381225,471988,Documentary
Lightning in a Bottle,2004-10-22,Sony Pictures Classics,PG-13,201574,253521,Documentary
Voices From Iraq,2004-10-29,Magnolia Pictures,Not Rated,57102,72549,Documentary
Fade to Black,2004-11-05,Paramount Vantage,R,728802,925963,Documentary
Beyond the Gates of Splendor,2004-11-05,Every Tribe Entertainment,PG-13,36412,46259,Documentary
"Still, the Children are Here",2004-11-05,First Run/Icarus,Not Rated,2210,2809,Documentary
Overnight,2004-11-10,ThinkFilm,R,0,0,Documentary
Paperclips,2004-11-24,Slowhand Cinema,G,1121744,1382415,Documentary
Guerrilla: The Taking of Patty Hearst,2004-11-26,Magnolia Pictures,Not Rated,101439,127747,Documentary
WMD: Weapons of Mass Deception,2004-12-03,Cinema Libre,Not Rated,27301,34471,Documentary
"Jesus, You Know",2004-12-03,Leisure Time Features,Not Rated,604,765,Documentary
Game Over: Kasparov and the Machine,2004-12-03,ThinkFilm,PG,0,0,Documentary
Born Into Brothels: Calcutta's Red Light Kids,2004-12-08,ThinkFilm,R,3430117,4200581,Documentary
In the Realms of the Unreal,2004-12-24,WellSpring,Not Rated,413708,512022,Documentary
With God on Our Side,2005-01-19,Lumiere Productions,Not Rated,1806,2225,Documentary
Watermarks,2005-01-21,Kino International,Not Rated,245845,302605,Documentary
Two by Scorsese,2005-01-21,Kino International,Not Rated,3845,4734,Documentary
Aliens of the Deep,2005-01-28,Walt Disney,G,8968684,10989089,Documentary
Sharks 3D,2005-01-28,3D Entertainment,Not Rated,8500000,10462558,Documentary
"Peace, Propaganda and the Promised Land",2005-01-28,Arab Film Distribution,Not Rated,4930,6067,Documentary
The Nomi Song,2005-02-04,Palm Pictures,Not Rated,74216,91350,Documentary
The Letter: An American Town and the 'Somali Invasion',2005-02-09,Arab Film Distribution,Not Rated,1058,1302,Documentary
The Wild Parrots of Telegraph Hill,2005-02-11,Shadow,G,3058527,3763901,Documentary
Inside Deep Throat,2005-02-11,Universal,NC-17,691880,804535,Documentary
Naked Fame,2005-02-18,Regent Releasing,Not Rated,213621,35852,Documentary
Sunset Story,2005-02-25,Vitagraph Films,Not Rated,8802,10833,Documentary
Gunner Palace,2005-03-04,Palm Pictures,PG,607502,747767,Documentary
Mondovino,2005-03-23,ThinkFilm,PG-13,209618,258019,Documentary
Lipstick & Dynamite,2005-03-25,Koch Lorber Films,Not Rated,26073,32097,Documentary
Dust to Glory,2005-04-01,IFC Films,PG,639990,787753,Documentary
Wild Safari 3D,2005-04-08,nWave Pictures,Not Rated,16621230,19946622,Documentary
The Year of Yao,2005-04-15,Fine Line,PG,34699,42709,Documentary
Voices in Wartime,2005-04-15,Cinema Libre,Not Rated,20702,25485,Documentary
